post	label
all this time i kept thinking the beauty spot on my nose was a blackhead and being a retard i d stand in the mirror trying to squeeze it 💀	0
says mehhir as he sucks off a spic larping as a white boy	2
<user> <user> <user> shii its really other counties you gotta worry about tho marion county been droppin marijuana charges shii i was caught several times with weed and cops juss let me go its them white ass counties that get boys	0
i hate when big dyke bitches say i hate coming to these big faggot scenes bitch if yo gay dykey ass dont stfu	2
it always the white bitches that can not sing 😩 😂	1
<user> <user> white mode is elite	0
<user> <user> <user> <user> i dindu nuffin	0
i am done posting about muzzies today here a kitteh instead	2
stone i will never understand how u pick kikes out of a crowed on gab but your damn good at it <user> and that other hypnotized feminist are two kike trolls you called it bud	2
i have learned so many things from listening to mr bond songs for example there a surprisingly large number of words that rhyme with kike	2
i always get a kick out of the fact muzzies have <number> civil rights orgs actively functioning in the us via cair the nest of vipers what exactly are the rights they are protecting they condone every single invertebrate tendency already jihad public relations recruitment group	2
prince harry got dam mother wuz a filthy mudshark too i can not expect her garbage libtard son to be any better werd is born	2
<user> we love a queer barista that all baristas	1
some of you niggas be lookin like dykes i follow back like a fool stop setting me up	1
other than questioning that islam is not peaceful and that queers are not born that way	0
<user> <user> my experience from doing organizing work in chicago in the late 7 0 is that it is entirely credible for her to believe she was half na in chicago there was an entire neighborhood uptown which in those days was half na and half poor white called hillbilly <number>	0
<user> ah the redneck revolt kids aka communists	1
don t become the nigga das like i am not giving a bitch shit bc das how you block your blessings	0
the house negroes of the county considered themselves superior to white trash and their unconcealed scorn stung him while their more secure position in life stirred his envy <number> <number> gwt wquote	2
<user> <user> <user> a lot of europeans read twitter not only what trump is writing on twitter indonesia is still considered the best example of that muslim country can cope with western world in my mind	0
<user> dear not me who checked them but who registered legally the refugee agency was checked them to know if they were ready to be refugees to send them to the resettlement countries	0
ice is deporting refugees to places that most have never set foot in i support cambodian communities rallying together across the nation to stop the raids and prevent ice from deporting refugee	0
what a giant nigger fag you are scotty	2
